Temparature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer Name,Fertilizer Usage (kg/ha)
26.23,63.15,63.34,Sandy,Barley,7,9,28,Gromor(28:28),76.26488626848892
34.31,72.57,43.94,Red,Wheat,40,0,0,Urea,84.87242781040777
32.15,57.38,34.34,Loamy,Millets,19,0,34,Gromor(14:35:14),51.38115083438481
31.4,63.38,33.1,Red,Pulses,10,8,33,Gromor(10:26:26),56.79358190850257
22.78,60.52,42.05,Red,Maize,39,3,0,Gromor(28:28),59.4279281966194
34.4,69.58,53.39,Red,Millets,37,4,0,DAP,70.37310450293339
29.5,52.2,23.95,Red,Pulses,31,0,0,Gromor(28:28),50.35403769099999
38.09,64.63,48.69,Clayey,Oil seeds,7,13,10,Gromor(20:20:0:13),78.099573337569
32.69,64.23,53.47,Clayey,Sugarcane,3,17,18,DAP,120.4712446060582
31.0,69.87,70.0,Black,Ground Nuts,8,12,10,Gromor(10:26:26),82.42961802109642
26.94,56.72,39.94,Sandy,Tobacco,8,18,10,Gromor(28:28),83.25651383800536
34.54,69.83,51.36,Black,Barley,8,0,33,Urea,103.62433383979325
27.54,61.58,33.57,Sandy,Wheat,11,0,16,DAP,79.51424165679012
33.06,58.19,38.52,Sandy,Cotton,41,0,0,Gromor(20:20:0:13),64.10339826990919
31.85,60.43,55.57,Black,Millets,7,15,14,N-P-K(17:17:17),71.32438857697058
30.72,58.92,37.12,Black,Ground Nuts,40,0,0,Gromor(14:35:14),67.04258246434628
30.93,51.93,59.3,Clayey,Millets,12,0,30,Urea,95.70422351333784
32.82,51.28,43.6,Loamy,Oil seeds,12,4,15,DAP,72.7205843612127
38.48,75.65,60.75,Red,Tobacco,19,4,39,Urea,110.42436063984043
30.05,52.42,36.56,Clayey,Ground Nuts,8,1,10,N-P-K(17:17:17),79.14073604586794
32.52,68.89,20.1,Black,Maize,10,1,41,Gromor(10:26:26),51.886526280571225
36.56,57.49,36.1,Sandy,Tobacco,36,4,0,Gromor(14:35:14),71.42832359694185
35.24,58.34,70.0,Red,Oil seeds,16,2,41,Gromor(14:35:14),72.77270575092878
36.62,59.89,60.47,Clayey,Millets,32,0,2,DAP,80.21630147228565
36.55,74.21,57.63,Loamy,Maize,8,9,26,Gromor(10:26:26),81.82283060707599
28.24,54.65,34.37,Black,Tobacco,9,2,10,Gromor(14:35:14),87.59348765175005
34.81,71.07,65.13,Sandy,Barley,9,8,19,Gromor(20:20:0:13),63.44944439378367
33.96,61.85,38.37,Loamy,Tobacco,11,4,36,Gromor(14:35:14),70.3067740814715
38.66,57.13,38.41,Red,Millets,26,0,17,Urea,65.90059759250617
31.6,44.66,29.0,Red,Ground Nuts,36,0,0,Gromor(10:26:26),60.80633741137354
29.13,60.0,59.01,Clayey,Ground Nuts,41,0,1,Gromor(10:26:26),67.18833248268882
27.19,41.27,67.57,Black,Oil seeds,11,1,5,Gromor(10:26:26),88.7608222994342
31.59,60.6,35.3,Sandy,Millets,10,9,19,N-P-K(17:17:17),57.638770855488474
32.81,55.45,48.08,Loamy,Millets,0,16,15,Gromor(28:28),74.89056518363324
32.75,63.09,59.4,Sandy,Maize,9,13,35,Gromor(28:28),69.08995944418201
27.87,61.74,37.0,Clayey,Millets,26,1,23,DAP,58.985966965130906
38.12,64.6,30.72,Black,Millets,36,0,3,Gromor(10:26:26),49.43366328792327
22.16,53.56,37.96,Red,Barley,16,8,9,Gromor(14:35:14),65.87696822220484
38.32,64.18,57.84,Black,Oil seeds,26,1,14,Gromor(10:26:26),66.71205426321129
33.42,63.69,60.05,Clayey,Barley,17,0,32,Gromor(10:26:26),79.05422318435369
25.72,54.34,33.33,Sandy,Cotton,11,16,22,Gromor(20:20:0:13),51.17697940663293
21.15,51.19,29.68,Red,Sugarcane,13,14,10,Gromor(28:28),72.85537753921014
34.09,70.6,61.54,Loamy,Sugarcane,15,0,43,DAP,114.18023115223959
29.46,63.38,62.2,Black,Sugarcane,13,0,11,Gromor(10:26:26),115.86427254705076
25.92,43.31,64.77,Black,Pulses,40,0,2,N-P-K(17:17:17),51.4480877656915
35.55,69.73,53.43,Loamy,Ground Nuts,8,14,22,Gromor(20:20:0:13),68.89075905639699
34.25,53.36,35.9,Red,Oil seeds,42,0,0,DAP,67.65574839021782
30.97,57.22,43.37,Black,Pulses,13,0,36,N-P-K(17:17:17),71.02880280804027
35.2,68.47,37.24,Sandy,Sugarcane,12,2,37,Gromor(10:26:26),71.1667972310125
38.71,73.81,59.76,Sandy,Barley,41,0,1,Urea,79.67400562012885
27.71,60.06,36.77,Red,Cotton,28,0,19,DAP,69.1783776319849
37.03,63.45,41.49,Loamy,Pulses,45,2,3,Gromor(14:35:14),63.2961763597617
27.23,58.51,45.98,Loamy,Tobacco,35,0,0,Gromor(14:35:14),82.2794759391893
26.97,48.53,43.66,Loamy,Cotton,14,4,27,Gromor(14:35:14),67.92115028889266
32.92,65.89,35.29,Sandy,Paddy,9,4,9,N-P-K(17:17:17),84.095525510098
34.48,69.0,39.73,Red,Barley,14,3,37,Gromor(28:28),64.34241963442348
33.94,63.51,41.89,Loamy,Barley,22,1,18,N-P-K(17:17:17),74.23301918328391
24.62,49.8,42.81,Black,Paddy,6,0,18,Gromor(10:26:26),99.50816424325161
25.36,63.37,30.4,Black,Ground Nuts,19,0,25,Gromor(14:35:14),56.85016497235598
26.91,59.1,36.25,Black,Maize,38,2,0,Gromor(28:28),56.9507817570459
29.0,55.01,42.96,Black,Pulses,43,0,0,N-P-K(17:17:17),60.97755198447091
23.18,55.93,31.73,Sandy,Tobacco,16,0,8,N-P-K(17:17:17),69.73126830313575
25.19,58.09,62.65,Clayey,Ground Nuts,7,3,13,Urea,101.90066126681666
30.44,67.97,37.89,Sandy,Maize,26,4,20,Gromor(28:28),59.263397994261055
31.66,60.47,54.89,Black,Barley,5,11,32,Urea,98.9671626703424
32.64,64.3,55.06,Red,Millets,27,0,21,Gromor(20:20:0:13),60.52129394513139
35.96,77.25,46.31,Sandy,Pulses,9,14,16,Gromor(10:26:26),56.79260709105559
27.57,53.84,61.93,Red,Paddy,40,0,2,Gromor(28:28),109.5258224582212
35.24,70.01,41.45,Loamy,Tobacco,10,0,45,Gromor(10:26:26),72.70514522465773
32.01,75.48,46.92,Loamy,Pulses,9,4,39,Gromor(28:28),65.95723066642294
28.57,68.99,26.74,Black,Cotton,14,1,38,N-P-K(17:17:17),56.81227205399619
29.65,74.25,48.5,Clayey,Wheat,15,13,12,Gromor(20:20:0:13),72.10823379529018
31.88,54.26,51.83,Sandy,Millets,20,1,15,Gromor(14:35:14),57.583653034325366
30.33,61.47,37.93,Clayey,Tobacco,13,10,20,Gromor(10:26:26),78.85241059968943
34.43,71.22,33.72,Loamy,Ground Nuts,36,0,3,N-P-K(17:17:17),56.72974713728298
30.99,57.9,54.41,Black,Millets,8,0,11,Gromor(28:28),76.63487029633069
25.38,47.27,38.73,Sandy,Sugarcane,27,0,17,Gromor(20:20:0:13),62.16929570752955
29.31,42.8,34.07,Loamy,Cotton,10,20,20,Gromor(14:35:14),62.66743928054954
22.93,58.67,22.0,Clayey,Wheat,17,3,40,N-P-K(17:17:17),60.26550790616852
32.33,62.09,28.28,Red,Maize,23,0,20,Gromor(20:20:0:13),54.350260701560366
23.94,52.75,22.5,Red,Sugarcane,11,0,7,N-P-K(17:17:17),62.12787008607449
26.11,44.04,20.63,Black,Maize,16,1,15,Gromor(14:35:14),58.23101873385382
34.03,68.66,20.0,Sandy,Paddy,4,5,25,Gromor(20:20:0:13),71.19257414255186
28.66,50.21,39.99,Clayey,Barley,13,0,43,Gromor(10:26:26),62.35615221056535
29.25,57.38,56.74,Clayey,Cotton,35,0,0,Gromor(20:20:0:13),78.26243929056965
26.73,63.35,28.54,Red,Maize,7,1,18,Gromor(14:35:14),65.16509000017251
29.75,52.14,42.92,Red,Pulses,23,0,19,Gromor(10:26:26),56.96105321989378
34.74,69.51,46.51,Red,Sugarcane,9,22,21,Gromor(10:26:26),85.78766428909135
25.21,53.68,31.32,Loamy,Sugarcane,25,0,21,Gromor(10:26:26),67.03945305964314
26.97,51.24,63.49,Loamy,Cotton,36,4,0,Urea,91.726223873079
31.39,63.52,49.6,Black,Millets,14,1,6,Gromor(14:35:14),77.15442676440982
39.5,68.84,59.07,Sandy,Oil seeds,40,0,3,N-P-K(17:17:17),67.19519960509432
34.34,68.17,58.41,Red,Maize,12,8,18,Gromor(28:28),81.98186851768901
32.1,63.35,34.52,Clayey,Cotton,11,0,43,Gromor(14:35:14),64.24320206080094
30.78,59.71,47.46,Black,Wheat,7,0,34,Gromor(10:26:26),76.97099887761348
27.6,61.78,39.37,Loamy,Paddy,37,0,0,Gromor(20:20:0:13),80.04045825991062
30.31,50.02,52.94,Clayey,Tobacco,8,0,37,Gromor(10:26:26),99.68130581366931
28.01,66.74,40.07,Sandy,Oil seeds,39,0,0,Gromor(20:20:0:13),63.04355098305159
29.01,49.29,48.79,Black,Ground Nuts,15,12,15,DAP,73.22409607833403
34.92,71.93,35.76,Sandy,Oil seeds,14,0,37,Gromor(14:35:14),65.55196015495476
27.61,59.67,27.04,Sandy,Maize,35,1,0,Gromor(14:35:14),55.04321876769229
30.73,51.55,50.9,Sandy,Tobacco,17,0,33,DAP,87.7280341513697
27.12,57.97,29.2,Red,Barley,36,0,0,N-P-K(17:17:17),57.63884419989392
31.4,55.24,50.94,Clayey,Paddy,22,0,16,N-P-K(17:17:17),111.08424862732885
32.58,72.75,56.62,Red,Cotton,26,0,19,Gromor(20:20:0:13),70.6994091306404
31.08,53.63,67.76,Red,Pulses,16,0,37,Urea,93.89550025023394
22.92,58.85,40.66,Sandy,Wheat,7,14,24,Gromor(10:26:26),64.00245229586776
33.69,68.75,64.77,Sandy,Cotton,7,11,30,Gromor(28:28),94.31652921513623
38.32,63.67,32.08,Red,Oil seeds,8,0,34,Gromor(20:20:0:13),52.6909615088541
27.0,53.84,49.81,Clayey,Cotton,24,2,24,DAP,75.37831882043864
31.16,64.16,61.68,Sandy,Cotton,8,17,14,Urea,96.24108728843821
36.68,51.39,43.94,Red,Sugarcane,13,0,37,Urea,92.75836504434916
29.88,69.91,32.28,Sandy,Ground Nuts,27,0,25,Gromor(10:26:26),48.361953693975664
28.79,61.44,38.2,Sandy,Oil seeds,45,3,4,DAP,61.3615856721577
38.44,70.05,40.58,Black,Wheat,6,17,19,Gromor(10:26:26),73.67960479172743
33.82,74.87,62.48,Black,Ground Nuts,7,17,9,DAP,91.32430633438038
31.87,58.58,44.74,Loamy,Ground Nuts,38,0,0,Gromor(10:26:26),60.20215577184565
35.06,66.92,66.68,Sandy,Maize,15,7,12,Gromor(10:26:26),71.66022485804267
31.51,53.12,38.43,Loamy,Oil seeds,16,0,10,Gromor(28:28),68.47828664197581
27.12,59.72,32.35,Black,Oil seeds,9,10,27,DAP,68.95527255564676
30.3,53.26,50.53,Black,Maize,5,6,30,Gromor(28:28),75.29423530884755
30.39,50.71,35.06,Clayey,Millets,40,2,3,Gromor(14:35:14),63.82954030508678
30.46,61.98,38.7,Red,Millets,41,0,0,Gromor(14:35:14),58.27495071767571
32.91,59.28,65.83,Red,Maize,34,3,0,DAP,77.98546323512751
36.53,68.28,24.67,Loamy,Millets,26,1,16,Urea,63.384366489891434
31.2,63.41,20.0,Black,Oil seeds,5,13,27,Gromor(14:35:14),55.10680131164358
25.88,51.25,47.05,Red,Oil seeds,21,2,26,DAP,58.388351279920414
25.16,49.77,36.67,Loamy,Sugarcane,10,14,17,Urea,99.24840363881499
37.12,73.59,58.49,Red,Barley,34,3,0,Urea,84.33640767649655
32.36,68.52,44.89,Black,Oil seeds,11,3,43,Gromor(20:20:0:13),57.7645014773791
33.07,59.3,29.82,Sandy,Tobacco,10,2,33,DAP,68.85580470099032
33.7,54.7,46.14,Sandy,Millets,8,4,38,Gromor(10:26:26),53.21068588181639
27.23,66.64,23.67,Loamy,Wheat,39,4,0,N-P-K(17:17:17),49.02926083936462
29.68,59.72,38.04,Sandy,Paddy,13,0,35,N-P-K(17:17:17),84.33752284389634
26.52,49.31,24.53,Loamy,Maize,14,0,5,Gromor(10:26:26),63.43730029643838
28.59,68.77,43.37,Clayey,Pulses,26,2,21,Gromor(10:26:26),58.096008552082765
27.05,63.47,50.21,Black,Pulses,1,21,19,Gromor(14:35:14),64.00360172428698
26.85,55.04,32.87,Red,Pulses,16,0,14,Gromor(14:35:14),58.960929971571474
35.75,65.56,56.3,Loamy,Sugarcane,11,0,37,Gromor(14:35:14),112.92692422158753
30.32,57.25,49.76,Red,Millets,3,10,37,Urea,78.1053966070059
25.58,44.88,44.58,Loamy,Millets,9,8,11,DAP,75.42745865758418
36.84,69.25,34.94,Clayey,Sugarcane,16,4,18,Gromor(10:26:26),84.37708921609737
26.6,59.53,54.76,Black,Maize,7,16,13,Gromor(14:35:14),75.29222033099593
30.17,51.46,26.6,Clayey,Tobacco,5,15,15,DAP,85.81449983803695
23.42,58.92,31.9,Loamy,Cotton,25,3,20,N-P-K(17:17:17),62.96166141215866
34.71,70.96,45.56,Loamy,Oil seeds,9,14,11,Gromor(28:28),68.81185598532373
23.21,61.42,38.75,Red,Sugarcane,9,1,10,Urea,95.8677681410341
28.66,55.38,60.99,Red,Cotton,13,0,11,N-P-K(17:17:17),92.61092653578663
31.02,55.51,28.28,Sandy,Wheat,12,2,17,Gromor(28:28),65.4430063010734
31.18,61.94,25.48,Clayey,Sugarcane,10,3,36,Urea,86.81314440639994
29.41,59.37,32.03,Sandy,Barley,38,1,4,Gromor(14:35:14),56.944157503454925
37.15,54.95,39.11,Red,Ground Nuts,16,0,43,Gromor(28:28),48.526058256413634
33.32,69.38,35.87,Clayey,Paddy,11,3,28,DAP,100.71595779809692
24.37,53.17,55.48,Red,Wheat,11,0,36,DAP,97.85260714702795
27.64,40.23,66.03,Red,Sugarcane,38,3,3,Urea,105.25518053394778
25.47,54.39,36.46,Black,Ground Nuts,37,0,4,Urea,69.62625480552758
35.97,56.77,47.57,Black,Maize,5,15,21,DAP,79.0035238478457
29.73,55.37,43.18,Red,Maize,25,3,25,Gromor(14:35:14),62.34110704970549
30.34,70.27,32.51,Loamy,Ground Nuts,6,11,33,Gromor(10:26:26),54.85497028862488
24.16,62.88,41.92,Clayey,Cotton,19,0,21,DAP,69.78155871979061
36.79,58.13,54.07,Red,Ground Nuts,20,3,15,Gromor(14:35:14),77.21029323794491
35.66,58.0,53.6,Sandy,Tobacco,11,16,15,DAP,102.64795499549837
31.46,52.2,31.78,Loamy,Barley,24,0,23,Gromor(28:28),62.61400170086324
27.52,50.05,30.28,Clayey,Sugarcane,15,1,12,Gromor(20:20:0:13),87.76777890744364
31.72,56.61,58.53,Sandy,Wheat,37,0,0,N-P-K(17:17:17),83.83686634523633
30.56,61.41,56.55,Red,Ground Nuts,4,0,14,Gromor(14:35:14),88.93559890234138
36.1,60.94,59.0,Clayey,Ground Nuts,35,2,2,Gromor(20:20:0:13),82.68084550240017
31.44,54.65,44.13,Sandy,Pulses,25,0,19,Gromor(28:28),59.11291618530319
35.97,67.11,42.9,Clayey,Ground Nuts,3,11,31,DAP,74.55031821669841
24.32,56.99,61.02,Red,Oil seeds,32,2,1,Gromor(14:35:14),77.47444547686295
28.32,58.66,47.07,Clayey,Tobacco,16,1,38,Gromor(20:20:0:13),81.17121881488333
32.94,58.34,26.77,Sandy,Tobacco,40,0,0,Urea,80.30310015422356
34.71,60.07,27.77,Sandy,Maize,17,4,23,Gromor(10:26:26),58.06210478057729
26.56,53.14,68.28,Clayey,Millets,13,0,10,N-P-K(17:17:17),78.49538101525125
28.67,46.65,41.01,Clayey,Maize,39,0,0,Urea,71.21239271609866
38.53,71.59,55.4,Loamy,Tobacco,42,0,0,N-P-K(17:17:17),87.77576445569456
26.85,57.04,22.3,Red,Cotton,16,0,41,N-P-K(17:17:17),55.308507720399206
37.69,56.38,57.45,Clayey,Sugarcane,7,2,8,Gromor(10:26:26),118.89805556451782
30.5,44.64,38.98,Black,Maize,40,0,1,Gromor(20:20:0:13),63.80425720150587
26.28,48.68,70.0,Red,Sugarcane,34,4,2,Urea,114.3881138135334
25.57,62.06,37.05,Clayey,Sugarcane,12,4,13,Gromor(20:20:0:13),78.80826591464965
36.47,68.04,31.14,Black,Barley,15,0,34,Gromor(14:35:14),61.67894268536722
29.61,61.46,58.05,Clayey,Maize,13,15,16,Gromor(20:20:0:13),70.89881881993226
32.27,43.73,42.3,Red,Barley,11,0,31,Gromor(10:26:26),55.48222334210731
32.45,72.32,58.58,Red,Sugarcane,35,4,4,N-P-K(17:17:17),89.21645179698163
31.45,59.69,21.84,Clayey,Cotton,36,2,3,Gromor(20:20:0:13),49.90955109726448
30.78,58.79,47.7,Clayey,Sugarcane,27,4,19,DAP,92.10401672715443
34.17,50.98,30.6,Black,Paddy,14,0,42,Urea,98.20126511075784
28.46,59.53,22.83,Sandy,Oil seeds,40,4,0,Gromor(28:28),48.5293514979836
31.84,70.47,33.25,Sandy,Paddy,5,4,34,DAP,97.54026096593562
32.44,68.93,49.8,Black,Millets,41,1,1,N-P-K(17:17:17),66.31137405062026
29.94,66.26,49.69,Clayey,Wheat,11,0,5,Gromor(20:20:0:13),87.70595588204121
31.34,71.35,48.67,Black,Ground Nuts,10,15,12,Gromor(20:20:0:13),72.25792615971866
25.63,62.91,41.61,Clayey,Tobacco,20,0,22,DAP,86.19198829045958
34.35,55.97,36.25,Clayey,Millets,33,1,0,Gromor(20:20:0:13),69.54540143619427
30.51,65.48,56.53,Clayey,Cotton,6,5,27,N-P-K(17:17:17),95.40572594105862
37.83,68.34,49.42,Black,Millets,38,0,0,Gromor(14:35:14),69.71649001178322
24.16,50.01,55.95,Sandy,Sugarcane,3,10,28,Gromor(28:28),90.963594582508
30.37,56.03,56.06,Red,Wheat,26,0,14,Gromor(14:35:14),77.36574503291655
20.52,53.81,70.0,Black,Sugarcane,7,4,9,Gromor(14:35:14),119.97075427588435
30.38,62.75,49.15,Loamy,Millets,9,0,31,DAP,73.39620930409096
26.95,66.15,29.7,Clayey,Maize,37,0,0,Gromor(10:26:26),59.91386507687262
30.91,45.69,26.52,Red,Millets,17,0,13,N-P-K(17:17:17),66.65743613157657
28.2,65.07,29.22,Black,Pulses,3,12,33,Gromor(28:28),44.13793291804259
33.24,67.96,42.8,Black,Barley,14,0,36,DAP,77.22660982534666
26.61,61.2,31.07,Loamy,Sugarcane,8,2,10,Gromor(14:35:14),94.93187117226893
30.87,49.79,47.29,Sandy,Tobacco,23,0,24,Gromor(20:20:0:13),65.17644828780692
29.27,66.25,31.4,Loamy,Paddy,19,2,22,Gromor(10:26:26),76.5709214990974
23.6,58.44,26.7,Black,Oil seeds,28,0,14,Gromor(28:28),67.55724420081916
36.42,67.17,50.44,Sandy,Cotton,36,3,0,Gromor(28:28),73.94809581888468
20.0,55.62,31.35,Loamy,Barley,9,20,16,N-P-K(17:17:17),52.14948382717445
29.8,56.47,33.35,Clayey,Wheat,18,4,23,Gromor(28:28),80.20848278020469
29.62,47.21,39.21,Black,Cotton,38,0,0,Urea,84.65870837518256
22.62,42.74,22.19,Loamy,Sugarcane,18,15,9,Gromor(14:35:14),60.31764325316299
25.29,46.46,44.88,Black,Millets,9,14,10,Urea,76.72244762126837
32.55,48.07,47.11,Clayey,Millets,37,0,1,Gromor(28:28),65.91200189255015
32.87,61.85,40.26,Black,Sugarcane,13,1,9,Urea,113.37452883564333
26.11,61.27,51.36,Black,Barley,35,4,3,Gromor(20:20:0:13),59.197953048875775
31.87,60.06,34.29,Black,Barley,9,2,25,Gromor(28:28),60.86841095014045
32.58,48.15,44.44,Loamy,Paddy,43,1,0,Gromor(28:28),93.50914672456933
29.57,61.98,37.31,Clayey,Sugarcane,14,0,37,Gromor(28:28),91.15253359300445
27.54,61.78,69.59,Black,Oil seeds,10,10,29,DAP,85.1259992623057
35.8,70.42,24.42,Sandy,Cotton,19,2,24,Gromor(28:28),58.21817316478395
30.64,43.47,43.45,Clayey,Ground Nuts,20,2,16,Gromor(10:26:26),75.99141530983742
33.81,60.32,39.79,Loamy,Millets,11,0,13,Gromor(20:20:0:13),63.36473308020035
32.19,56.71,42.67,Clayey,Barley,19,1,19,N-P-K(17:17:17),63.53420004894232
24.9,56.17,38.53,Loamy,Pulses,3,22,16,Gromor(20:20:0:13),56.01135067094108
30.68,53.52,44.75,Red,Cotton,12,0,13,DAP,90.76107377304119
27.75,51.19,44.54,Red,Ground Nuts,6,17,17,DAP,61.246855105768354
32.06,56.81,35.82,Black,Sugarcane,17,0,21,Gromor(14:35:14),74.46532726955392
32.21,61.12,67.23,Clayey,Paddy,14,16,10,Gromor(10:26:26),119.75848068382143
33.28,65.51,47.53,Clayey,Tobacco,16,0,10,Gromor(14:35:14),101.0477092467276
26.89,53.69,24.47,Loamy,Cotton,12,3,27,Gromor(10:26:26),58.283653109182104
31.99,66.28,51.34,Red,Maize,22,0,14,DAP,79.71733707648968
40.0,75.62,45.82,Black,Cotton,37,0,0,N-P-K(17:17:17),66.86565149468309
39.55,77.65,32.25,Sandy,Paddy,39,0,0,DAP,91.89354868825795
31.1,54.3,49.85,Sandy,Millets,26,0,17,N-P-K(17:17:17),54.65134624909704
30.71,50.67,62.58,Black,Oil seeds,10,11,33,Urea,92.75028771426062
36.09,74.92,37.36,Red,Maize,13,4,34,DAP,63.667846373728665
32.41,73.63,40.09,Loamy,Sugarcane,42,0,0,DAP,101.40732383037077
20.41,47.39,70.0,Loamy,Paddy,9,0,12,Gromor(14:35:14),120.52805160284521
39.16,63.48,44.6,Black,Millets,9,12,32,N-P-K(17:17:17),59.697988893246155
29.43,48.63,56.66,Red,Wheat,23,0,21,N-P-K(17:17:17),74.70164530649073
25.23,48.9,32.37,Clayey,Paddy,35,0,1,Gromor(20:20:0:13),81.49574869353692
27.82,57.4,31.09,Red,Oil seeds,42,0,0,Gromor(28:28),64.0547080979387
26.28,53.62,61.96,Loamy,Paddy,13,10,29,Urea,133.28044531538285
29.07,44.79,38.69,Black,Paddy,39,0,0,DAP,103.474420016554
29.07,56.85,52.96,Clayey,Oil seeds,21,0,22,N-P-K(17:17:17),73.85991816185356
27.78,53.53,62.54,Black,Wheat,13,8,10,DAP,109.4108885374403
31.27,64.6,62.52,Loamy,Pulses,6,4,29,Gromor(28:28),82.03246393404729
23.13,50.43,38.07,Clayey,Paddy,32,4,0,Gromor(28:28),92.37898291086262
30.36,62.15,33.85,Sandy,Pulses,36,3,0,Urea,72.79358102926892
27.51,66.12,33.06,Clayey,Ground Nuts,26,0,23,DAP,64.30477411580576
36.98,65.69,42.05,Loamy,Oil seeds,40,0,4,Gromor(20:20:0:13),66.0879994752084
24.77,53.31,26.82,Sandy,Maize,8,1,5,Gromor(20:20:0:13),58.09250710194757
29.73,65.86,46.73,Clayey,Ground Nuts,40,3,0,N-P-K(17:17:17),65.87054488800263
28.3,50.98,67.77,Black,Wheat,14,0,18,DAP,102.79238783583793
35.46,67.95,51.35,Loamy,Paddy,14,0,38,Urea,135.1607966742382
38.51,72.13,44.07,Sandy,Millets,14,3,39,Urea,73.4352239157225
26.83,56.77,54.59,Loamy,Pulses,24,1,15,N-P-K(17:17:17),57.95767021024089
34.03,53.39,46.23,Black,Ground Nuts,11,10,18,Urea,79.40272044879269
34.11,57.79,43.23,Red,Sugarcane,26,1,23,N-P-K(17:17:17),87.28755737337292
23.16,58.93,47.74,Loamy,Millets,1,13,12,Gromor(28:28),67.20271296327137
22.4,57.86,63.99,Loamy,Pulses,10,0,8,Urea,102.26665777911234
25.11,62.03,42.44,Red,Tobacco,33,2,1,Gromor(14:35:14),79.22630338960406
30.54,67.81,51.69,Clayey,Maize,34,0,0,Urea,93.28823748443787
40.0,77.33,57.68,Sandy,Pulses,35,0,0,Gromor(14:35:14),69.63498084359522
29.77,67.26,46.16,Sandy,Ground Nuts,20,0,18,Gromor(10:26:26),63.439222318249534
28.57,63.78,31.25,Black,Paddy,17,0,39,Urea,94.92911485830544
40.0,78.33,45.34,Black,Maize,36,0,0,DAP,87.47531052922798
28.38,52.69,45.92,Sandy,Ground Nuts,9,5,30,DAP,65.69906664438267
25.14,49.84,20.0,Black,Maize,15,16,10,Gromor(10:26:26),52.47800275364693
32.76,59.14,55.84,Clayey,Oil seeds,11,16,8,Gromor(20:20:0:13),81.28318639361213
28.16,54.87,44.86,Clayey,Ground Nuts,10,4,4,Gromor(14:35:14),80.98968934641186
32.63,54.58,41.18,Clayey,Paddy,38,0,3,Gromor(28:28),96.75610237726022
28.25,53.46,37.81,Sandy,Oil seeds,12,0,36,Gromor(14:35:14),61.06417567792436
27.1,58.81,28.94,Sandy,Maize,9,1,16,N-P-K(17:17:17),57.6126508571347
31.7,56.91,48.75,Black,Maize,19,0,18,N-P-K(17:17:17),69.44719528864138
33.32,59.59,41.45,Red,Wheat,7,14,16,Gromor(10:26:26),68.43192449417343
29.16,54.43,24.67,Red,Oil seeds,42,0,0,Urea,52.960830655462956
33.63,64.13,34.63,Sandy,Cotton,13,1,9,Gromor(10:26:26),72.53981054422047
33.46,62.58,24.01,Clayey,Oil seeds,1,14,17,DAP,76.6388734011998
29.49,61.99,38.54,Clayey,Barley,10,1,37,Gromor(28:28),59.231952221298926
37.73,78.44,43.81,Loamy,Maize,5,6,23,DAP,86.98258787323812
32.28,57.19,36.23,Red,Wheat,10,0,43,Gromor(10:26:26),72.83047255854677
32.34,69.02,43.22,Red,Barley,10,2,10,N-P-K(17:17:17),79.71327777860493
30.69,61.53,44.72,Sandy,Barley,12,10,8,N-P-K(17:17:17),63.85278987428899
28.05,59.27,27.07,Red,Tobacco,7,3,13,Gromor(20:20:0:13),79.14984682563077
36.17,61.99,40.86,Clayey,Pulses,8,0,41,Gromor(28:28),75.97776124472588
26.77,64.03,57.33,Red,Oil seeds,9,5,27,Gromor(20:20:0:13),78.26604225681253
33.21,59.82,45.42,Loamy,Cotton,20,0,17,Gromor(10:26:26),67.10928741882567
30.82,55.95,70.0,Loamy,Wheat,40,0,1,Gromor(10:26:26),90.9947847867817
34.65,70.51,57.0,Black,Ground Nuts,40,0,3,Gromor(28:28),69.82616440226576
30.43,70.25,53.78,Red,Maize,11,9,18,N-P-K(17:17:17),70.23919484961651
22.87,45.11,21.74,Black,Sugarcane,13,13,13,DAP,79.49408958552755
22.79,48.84,56.1,Black,Paddy,6,0,12,Urea,143.3224402113258
26.32,63.21,69.24,Red,Maize,14,0,37,N-P-K(17:17:17),74.85184960202916
31.25,69.0,50.68,Sandy,Maize,13,9,35,N-P-K(17:17:17),57.337690559613826
31.95,57.54,27.63,Loamy,Millets,8,15,20,N-P-K(17:17:17),62.181575142075594
27.03,63.0,44.8,Loamy,Maize,8,17,18,DAP,68.59386849954694
39.45,77.38,41.31,Red,Ground Nuts,8,1,42,Gromor(10:26:26),62.4668982695719
27.13,53.92,67.62,Black,Ground Nuts,9,7,25,Urea,92.09590180615615
31.83,61.48,51.62,Clayey,Barley,9,0,32,Gromor(14:35:14),80.11481302771581
21.37,57.03,60.02,Sandy,Millets,6,0,9,N-P-K(17:17:17),69.11572397777908
28.78,45.41,33.28,Red,Millets,12,3,29,N-P-K(17:17:17),48.487880415483716
33.44,67.72,40.98,Loamy,Maize,13,6,33,DAP,73.19621560573336
33.14,57.63,47.22,Loamy,Tobacco,14,0,12,Urea,102.31713125150019
29.37,74.97,35.82,Red,Pulses,21,0,24,Gromor(10:26:26),44.77822780461452
28.65,63.42,42.26,Loamy,Wheat,21,1,17,Gromor(10:26:26),66.59138473699102
28.31,57.46,30.33,Sandy,Millets,37,0,4,Gromor(14:35:14),57.55176123345903
37.01,59.22,39.3,Sandy,Cotton,11,0,37,Gromor(14:35:14),59.507832599323734
